=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 517  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 518  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 518  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 518  DAMAGE  source=2 target=13 amount=13 action=siege_shot
  tick 522  DAMAGE  source=-1 target=2 amount=1 action=
  tick 525  DAMAGE  source=-1 target=2 amount=1 action=
  tick 525  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 525  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 526  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 526  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 526  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 528  DAMAGE  source=-1 target=2 amount=1 action=
  tick 532  DAMAGE  source=-1 target=2 amount=1 action=
  tick 534  DAMAGE  source=-1 target=2 amount=1 action=
  tick 536  DAMAGE  source=-1 target=2 amount=1 action=
  tick 537  DAMAGE  source=-1 target=2 amount=1 action=
  tick 542  DAMAGE  source=-1 target=2 amount=1 action=
  tick 543  DAMAGE  source=-1 target=2 amount=1 action=
  tick 544  DAMAGE  source=-1 target=2 amount=1 action=
  tick 547  DAMAGE  source=-1 target=2 amount=1 action=
  tick 548  DAMAGE  source=-1 target=2 amount=1 action=
  tick 552  DAMAGE  source=-1 target=2 amount=1 action=
  tick 553  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 553  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 554  DAMAGE  source=-1 target=2 amount=1 action=
  tick 555  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 558  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 559  DAMAGE  source=-1 target=2 amount=1 action=
  tick 560  DAMAGE  source=-1 target=2 amount=1 action=
  tick 561  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 561  DAMAGE  source=2 target=13 amount=11 action=siege_shot
  tick 562  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 562  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 563  DAMAGE  source=-1 target=2 amount=1 action=
  tick 564  DAMAGE  source=-1 target=2 amount=1 action=
  tick 565  DAMAGE  source=-1 target=2 amount=1 action=
  tick 567  DAMAGE  source=-1 target=2 amount=1 action=
  tick 567  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 567  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 567  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 570  DAMAGE  source=-1 target=2 amount=1 action=
  tick 571  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 571  DAMAGE  source=-1 target=2 amount=1 action=
  tick 576  DAMAGE  source=-1 target=2 amount=1 action=
  tick 578  DAMAGE  source=-1 target=2 amount=1 action=
  tick 578  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 578  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 581  DAMAGE  source=-1 target=2 amount=1 action=
  tick 583  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 583  DAMAGE  source=-1 target=2 amount=1 action=
  tick 586  DAMAGE  source=-1 target=2 amount=1 action=
  tick 587  DAMAGE  source=-1 target=2 amount=1 action=
  tick 589  DAMAGE  source=-1 target=2 amount=1 action=
  tick 590  DAMAGE  source=-1 target=2 amount=1 action=
  tick 591  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 591  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 591  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 591  DAMAGE  source=-1 target=2 amount=1 action=
  tick 592  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 592  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 592  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 598  DAMAGE  source=-1 target=2 amount=1 action=
  tick 598  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 598  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 599  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 599  DAMAGE  source=2 target=13 amount=13 action=siege_shot
  tick 599  DAMAGE  source=-1 target=2 amount=1 action=
  tick 601  DAMAGE  source=-1 target=2 amount=1 action=
  tick 602  DAMAGE  source=-1 target=2 amount=1 action=
  tick 602  DEATH  source=-1 target=2 amount=0 action=
  tick 602  FIGHT_END  source=-1 target=-1 amount=0 action=
--- end event log ---

=== FIGHT: no_geysermancer (seed AAAA0003) ===
screenshot: playtest_wren_no_geysermancer_00_select
classes picked before Start: ["Warrior", "Priest", "Siege Master", "Abomination"] (wanted ["Warrior", "Priest", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_geysermancer_01_start
screenshot: playtest_wren_no_geysermancer_02_tick30
screenshot: playtest_wren_no_geysermancer_03_tick120
screenshot: playtest_wren_no_geysermancer_04_tick210
screenshot: playtest_wren_no_geysermancer_05_tick300
screenshot: playtest_wren_no_geysermancer_06_tick390
screenshot: playtest_wren_no_geysermancer_07_tick480
screenshot: playtest_wren_no_geysermancer_08_end
outcome: ENEMY_WIN at tick 608 (20.3s), survivors 0/4, frames waited 3319
--- event log for no_geysermancer ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 27  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 27  ACTION_START  source=2 target=6 amount=0 action=siege_shot
  tick 34  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 34  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 35  ACTION_FIRE  source=2 target=6 amount=0 action=siege_shot
  tick 35  DAMAGE  source=2 target=6 amount=11 action=siege_shot
  tick 42  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 42  DAMAGE  source=1 target=5 amount=11 action=priest_smite
  tick 45  RESOURCE_SPENT  source=2 target=-1 amount=30 action=siege_barrage
  tick 45  ACTION_START  source=2 target=6 amount=0 action=siege_barrage
  tick 50  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 52  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 52  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 54  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 54  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 55  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 57  ACTION_FIRE  source=2 target=6 amount=0 action=siege_barrage
  tick 57  DAMAGE  source=2 target=6 amount=11 action=siege_barrage
  tick 59  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 59  DAMAGE  source=0 target=4 amount=19 action=warrior_strike
  tick 59  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 59  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 59  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 59  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 59  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 60  DAMAGE  source=-1 target=0 amount=1 action=
  tick 60  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 60  DAMAGE  source=1 target=5 amount=7 action=priest_smite
  tick 62  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 62  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 63  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 64  DAMAGE  source=-1 target=0 amount=1 action=
  tick 66  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 66  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 66  DAMAGE  source=-1 target=0 amount=1 action=
  tick 67  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 68  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 68  ACTION_START  source=3 target=7 amount=0 action=abomination_immolate
  tick 70  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 70  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 70  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 70  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 70  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 71  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 71  ACTION_START  source=2 target=7 amount=0 action=siege_shot
  tick 71  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 71  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 71  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 71  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 72  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 72  DAMAGE  source=0 target=4 amount=8 action=warrior_strike
  tick 73  DAMAGE  source=-1 target=0 amount=1 action=
  tick 73  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 73  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 76  ACTION_FIRE  source=5 target=0 amount=0 action=goblin_stab
  tick 76  DAMAGE  source=5 target=0 amount=8 action=goblin_stab
  tick 77  ACTION_FIRE  source=3 target=7 amount=0 action=abomination_immolate
  tick 77  DAMAGE  source=3 target=7 amount=14 action=abomination_immolate
  tick 78  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 78  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 78  DAMAGE  source=1 target=5 amount=8 action=priest_smite
  tick 78  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 78  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 79  ACTION_FIRE  source=2 target=7 amount=0 action=siege_shot
  tick 79  DAMAGE  source=2 target=7 amount=21 action=siege_shot
  tick 79  DEATH  source=2 target=7 amount=0 action=siege_shot
  tick 79  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 79  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 79  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 80  ACTION_START  source=0 target=5 amount=0 action=warrior_strike
  tick 80  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 81  DAMAGE  source=-1 target=0 amount=1 action=
  tick 82  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 83  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 83  DAMAGE  source=-1 target=0 amount=1 action=
  tick 83  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 83  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 84  DAMAGE  source=-1 target=0 amount=1 action=
  tick 85  ACTION_FIRE  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=0 target=5 amount=9 action=warrior_strike
  tick 85  DEATH  source=0 target=5 amount=0 action=warrior_strike
  tick 86  DAMAGE  source=-1 target=0 amount=1 action=
  tick 87  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 87  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 87  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 88  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 88  ACTION_START  source=1 target=6 amount=0 action=priest_smite
  tick 88  DAMAGE  source=-1 target=0 amount=1 action=
  tick 89  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 89  ACTION_START  source=2 target=6 amount=0 action=siege_shot
  tick 89  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 89  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 90  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 90  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 90  DAMAGE  source=-1 target=0 amount=1 action=
  tick 92  DAMAGE  source=-1 target=0 amount=1 action=
  tick 93  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 94  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 94  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 95  DAMAGE  source=-1 target=0 amount=1 action=
  tick 95  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 95  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 96  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 96  DAMAGE  source=-1 target=0 amount=1 action=
  tick 96  ACTION_FIRE  source=1 target=6 amount=0 action=priest_smite
  tick 96  DAMAGE  source=1 target=6 amount=13 action=priest_smite
  tick 96  DEATH  source=1 target=6 amount=0 action=priest_smite
  tick 97  ACTION_FIRE  source=2 target=6 amount=0 action=siege_shot
  tick 97  MISS  source=2 target=6 amount=0 action=siege_shot
  tick 98  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 98  DAMAGE  source=0 target=4 amount=8 action=warrior_strike
  tick 98  DEATH  source=0 target=4 amount=0 action=warrior_strike
  tick 98  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 99  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 99  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 100  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 103  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 103  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 103  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 105  DAMAGE  source=-1 target=0 amount=1 action=
  tick 106  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 106  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 107  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 107  ACTION_START  source=2 target=9 amount=0 action=siege_shot
  tick 107  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 107  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 108  DAMAGE  source=-1 target=0 amount=1 action=
  tick 109  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 110  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 110  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 111  DAMAGE  source=-1 target=0 amount=1 action=
  tick 112  DAMAGE  source=-1 target=0 amount=1 action=
  tick 113  DAMAGE  source=-1 target=0 amount=1 action=
  tick 113  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 113  HEAL  source=1 target=0 amount=28 action=priest_heal
  tick 114  DAMAGE  source=-1 target=0 amount=1 action=
  tick 115  DAMAGE  source=-1 target=0 amount=1 action=
  tick 115  ACTION_FIRE  source=2 target=9 amount=0 action=siege_shot
  tick 115  DAMAGE  source=2 target=9 amount=16 action=siege_shot
  tick 116  DAMAGE  source=-1 target=0 amount=1 action=
  tick 118  DAMAGE  source=-1 target=0 amount=1 action=
  tick 119  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 119  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 119  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 119  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 119  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 120  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 120  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 120  ACTION_START  source=3 target=10 amount=0 action=abomination_immolate
  tick 120  DAMAGE  source=-1 target=0 amount=1 action=
  tick 123  DAMAGE  source=-1 target=0 amount=1 action=
  tick 124  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 124  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 125  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 125  ACTION_START  source=2 target=9 amount=0 action=siege_shot
  tick 125  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 125  DAMAGE  source=0 target=13 amount=19 action=warrior_strike
  tick 126  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 126  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 127  DAMAGE  source=-1 target=0 amount=1 action=
  tick 128  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 128  DAMAGE  source=-1 target=0 amount=1 action=
  tick 129  ACTION_FIRE  source=3 target=10 amount=0 action=abomination_immolate
  tick 129  MISS  source=3 target=10 amount=0 action=abomination_immolate
  tick 130  DAMAGE  source=-1 target=0 amount=1 action=
  tick 131  DAMAGE  source=-1 target=0 amount=1 action=
  tick 131  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 131  HEAL  source=1 target=0 amount=24 action=priest_heal
  tick 132  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 132  DAMAGE  source=13 target=0 amount=18 action=ghoul_maul
  tick 133  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 133  DAMAGE  source=-1 target=0 amount=1 action=
  tick 133  ACTION_FIRE  source=2 target=9 amount=0 action=siege_shot
  tick 133  DAMAGE  source=2 target=9 amount=10 action=siege_shot
  tick 134  DAMAGE  source=-1 target=0 amount=1 action=
  tick 135  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 135  DAMAGE  source=-1 target=0 amount=1 action=
  tick 135  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 135  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 137  DAMAGE  source=-1 target=0 amount=1 action=
  tick 138  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 138  DAMAGE  source=0 target=13 amount=7 action=warrior_strike
  tick 139  DAMAGE  source=-1 target=0 amount=1 action=
  tick 142  DAMAGE  source=-1 target=0 amount=1 action=
  tick 142  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 142  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 143  DAMAGE  source=-1 target=0 amount=1 action=
  tick 145  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 146  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 146  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 147  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 147  DAMAGE  source=-1 target=0 amount=1 action=
  tick 149  DAMAGE  source=-1 target=0 amount=1 action=
  tick 150  DAMAGE  source=-1 target=0 amount=1 action=
  tick 151  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
